ID_REF,G3.2_0ISO_1,G3.2_0ISO_2,G3.2_0ISO_3,G3.2_5ISO_1,G3.2_5ISO_2,G3.2_5ISO_3
1360_67,6.0709,6.1595,6.1266,6.0708,5.7779,5.7920
1361_87,6.9176,7.2434,7.3066,6.8211,6.8712,6.9265
1362_730,4.4563,4.7467,4.6328,4.6959,4.6101,4.5267
1363_1455,6.1189,6.0418,5.9563,5.8863,6.0445,6.0983
1364_2074,4.2983,4.4499,4.2865,4.2426,4.1632,4.2317
1365_1833,4.3780,4.0310,4.1713,4.2904,4.3618,4.3958
1366_571,4.6764,4.3127,4.2666,4.5411,4.2910,4.4384
1367_141,4.7534,4.5959,4.7595,4.7554,4.6611,4.7169
1368_519,4.1302,4.2174,4.0346,3.8020,4.1231,4.1010
1369_121,4.6802,4.5268,4.7146,4.7539,4.8943,4.8948
136_418,6.8915,7.1527,6.9673,7.3605,7.2188,7.3145
1370_791,4.8545,4.6938,4.6274,4.9033,4.4287,4.5817
1371_267,3.9326,4.1808,3.8840,3.9738,4.0963,4.1726
1372_519,4.9063,4.8746,4.7596,4.7281,4.8971,5.0043
1373_1168,4.9016,4.7883,4.8577,5.0302,4.7631,4.8301
1374_291,4.8989,4.7473,4.6161,5.0112,4.6886,4.7151
1375_165,4.1520,4.0417,4.0837,4.1203,4.1417,4.1764
1376_1269,6.3849,6.4050,6.2612,6.1964,6.0828,6.0612
1377_699,6.3523,6.1317,6.2789,6.1794,6.1551,6.1354
1378_334,5.7028,5.6076,5.6727,6.0634,5.8430,5.9451
1379_5980,5.1204,5.4800,5.2447,5.1456,5.4651,5.4586
137_1117,7.9994,8.0982,7.9811,8.1628,7.9652,7.8977
1383_816,5.7551,5.9820,5.8853,5.5139,5.5800,5.5999
1384_2262,4.3966,4.5356,4.5924,4.6489,4.3323,4.2234
1385_395,4.6181,4.3704,4.4671,4.6785,4.3056,4.5041
1386_747,4.0727,3.8621,3.8543,4.0104,3.7275,3.8030
1387_1351,5.5364,5.6446,5.6559,5.3828,5.5709,5.5228
1388_1102,5.8147,5.7372,5.6128,5.6069,5.3886,5.3480
1389_269,6.9124,6.9967,6.8652,7.1008,6.9363,6.9424
138_852,6.6153,6.7781,6.6250,6.4947,6.4312,6.3674
1390_3579,6.4512,6.4262,6.4419,6.6023,6.5995,6.6397
1391_202,7.4849,7.3832,7.4255,7.2067,7.1287,7.1885
1392_1174,7.0220,7.2786,6.9642,7.4034,7.4037,7.3561
1393_678,7.4212,7.4033,7.4249,7.4779,7.2766,7.3400
1394_336,8.5056,8.3971,8.4541,8.0238,7.8363,7.8524
1395_101,7.8628,7.7740,7.7422,7.4205,7.4556,7.6458
1396_42,6.1903,5.8274,5.7809,5.6998,5.5214,5.4185
1397_100,6.2181,5.8399,5.8450,5.7043,5.5531,5.3901
1398_1111,5.8204,5.6758,5.5373,5.9195,5.6461,5.7038
1399_739,7.2151,7.7644,7.4408,7.0357,6.8359,6.7509
139_9,8.6305,8.4233,8.3878,8.1732,8.0440,8.1246
13_769,8.2717,8.1670,8.0552,8.4613,8.3310,8.2355
1400_1173,4.6126,4.6574,4.4732,4.8120,4.4056,4.4605
1401_1478,7.5547,7.5876,7.5287,7.1809,7.0866,7.1266
1402_92,6.0842,5.8502,5.9407,5.5586,5.8541,5.9107
1403_431,6.4021,6.4427,6.2448,6.5515,6.4806,6.4779
1404_830,5.5570,5.6326,5.4624,5.3710,5.3434,5.3597
1405_805,5.9475,5.8585,5.7512,5.8076,5.7099,5.8301
1406_246,6.4973,6.7097,6.5533,6.6538,6.7090,6.7689
1407_407,6.9491,6.9882,7.0079,7.2284,7.0877,7.1644
1408_183,4.3577,4.2800,4.0933,4.4659,4.0866,4.2363
1409_1032,6.5793,6.5232,6.2527,6.1269,6.2638,6.2347
140_387,6.9826,6.9761,6.9328,6.7913,6.8597,6.8826
1410_709,4.8490,4.6552,4.5433,4.9805,4.7342,4.7881
1411_413,5.7854,5.7376,5.7287,5.9794,5.9484,6.0562
1412_1794,6.9334,6.8724,6.7262,6.7904,6.7250,6.7166
1413_21,6.3016,6.3070,6.2993,6.6402,6.6541,6.5840
1414_17,6.0441,5.9070,5.9459,5.6851,5.9089,5.8122
1415_224,6.8013,6.7900,6.5931,6.5262,6.5247,6.5172
1416_924,6.9713,7.1239,7.0041,6.6681,6.7610,6.7375
1417_676,5.1970,4.9196,4.8572,5.0010,4.8174,4.7685
1418_536,4.4332,4.6817,4.5096,4.3909,4.2987,4.2627
1419_718,4.5812,4.5807,4.5759,4.5081,4.3932,4.3708
141_31,5.8245,6.0262,6.0447,5.9207,5.8218,5.6735
1420_695,5.0884,5.2589,5.1503,4.8544,5.0569,4.8846
1421_1131,6.0777,6.1287,5.9105,5.6438,5.6911,5.6493
1422_43,9.2135,9.1276,9.1509,7.7924,8.1241,8.0561
1423_124,6.7923,7.1881,7.2336,7.0587,7.4133,7.3446
1424_155,8.1046,7.9495,8.0028,7.8550,8.0675,7.9283
1425_93,7.6168,7.8719,7.7343,7.0392,6.8933,6.8532
1426_281,8.6880,8.7690,8.6678,7.7709,7.8481,7.8959
1427_955,5.5302,5.6997,5.5187,5.3066,5.5636,5.6987
1428_428,3.9366,4.5230,4.3555,4.2021,4.0449,4.1909
1429_1782,6.1179,6.3919,6.2972,6.9885,7.0941,7.0940
142_2009,6.4393,6.3392,6.2602,6.5204,6.3640,6.3716
1430_688,7.6279,7.7243,7.2505,6.8323,6.6243,6.6980
1431_1291,6.1393,6.0819,6.2135,6.9685,6.8968,7.0122
1432_464,5.5714,5.5308,5.4116,4.9664,5.1388,5.0660
1433_145,4.3017,4.1203,4.1060,4.3506,4.0463,4.0945
1434_1952,4.5702,4.5733,4.5880,4.9192,4.8221,4.7053
1435_307,5.3692,5.6648,5.6327,5.7761,5.9108,5.9099
1436_798,4.2054,4.2569,4.4496,4.4384,4.6003,4.5008
1437_1070,4.6091,4.7731,4.7596,4.7068,4.7876,4.6036
1438_104,7.0692,7.0197,6.9739,6.9689,6.8880,6.7655
1439_273,5.5531,5.7216,5.5784,5.2282,5.3932,5.3485
143_1776,7.5583,7.3845,7.2458,7.2493,7.2884,7.3424
1440_694,6.4185,6.6125,6.4258,6.3167,6.3753,6.3341
1441_502,6.3643,6.2195,6.1774,6.2494,6.0772,6.1340
1442_567,5.2946,4.8856,5.0195,5.1782,4.8390,4.7146
1443_458,4.5715,4.3903,4.3345,4.5285,4.1767,4.3595
1444_1345,4.5752,4.6877,4.5572,4.5450,4.3479,4.3595
1445_3353,5.2860,4.5928,4.6979,5.1467,4.7352,4.7876
1446_1300,4.8806,4.8139,4.7846,5.0176,4.6458,4.8602
1447_73,3.6278,3.6524,2.9152,3.4724,3.5217,3.6596
1448_343,4.9223,4.4961,4.6196,4.8393,4.6454,4.8036
1449_20,3.9815,3.9400,3.8253,3.6197,3.8237,3.9368
144_2058,9.2168,9.4023,8.8275,7.7818,7.8679,7.9185
1450_534,6.7819,6.7797,6.5933,6.5418,6.5041,6.4635
1451_2781,5.5717,5.1077,5.2206,5.5952,5.2633,5.4568
1452_416,6.1173,5.4786,5.4788,5.9780,5.4985,5.5477
1453_395,5.1810,4.9908,4.9642,5.1447,4.9680,5.0322
1454_33,6.7812,6.8764,6.7756,6.7263,6.6152,6.5856
1455_713,5.7100,6.0175,5.8289,5.3326,5.7043,5.6231
1456_1201,6.9756,6.8588,6.8744,7.2230,7.2872,7.3450
1457_31,6.0662,5.9817,5.7577,6.0716,5.9856,6.1067
1458_84,4.3060,4.5540,4.2142,5.0927,5.0732,5.0268
1459_166,7.9946,8.0188,7.9952,7.2685,7.2903,7.2879
145_142,7.3082,7.3310,6.9232,5.9412,6.0064,5.9471
1460_749,4.6307,4.8454,4.6519,4.5646,4.7011,4.6093
1461_442,4.9094,4.9043,4.8735,4.9080,4.7671,4.6392
1462_765,5.0926,5.3598,5.2889,4.9346,5.1550,5.0622
1463_923,5.2692,5.1807,5.1833,5.2626,5.1706,5.0390
1464_1244,4.4647,4.5855,4.4613,4.5370,4.4585,4.4475
1465_337,4.9248,4.9308,4.8400,4.9687,4.8157,4.9305
1466_2060,5.7963,5.8335,5.7143,5.6316,5.5339,5.4664
1467_1226,5.5098,5.4442,5.4752,5.4682,5.2785,5.3970
1468_1129,5.6627,5.8838,5.7993,5.6210,5.6826,5.7170
1469_1354,4.5987,4.6579,4.7381,4.8116,4.6476,4.4612
146_805,6.7387,7.1415,6.7346,5.8154,5.8782,5.8460
1470_1154,4.1884,4.3253,3.9978,4.0814,3.9100,3.8497
1471_2553,4.3381,4.3157,4.3910,4.4430,4.3387,4.3479
1472_2087,4.3200,4.1454,4.1434,4.4509,4.1231,4.2078
1473_1641,4.5688,4.7430,4.2704,4.6336,4.3299,4.4701
1474_628,3.8349,3.8852,3.5242,3.6623,3.8122,3.7746
1475_1322,4.1448,4.0863,3.9713,4.3953,4.3551,4.3279
1476_717,5.2187,4.9917,5.0077,4.8711,4.5554,4.6303
1477_87,3.8603,4.1804,4.1737,3.4278,3.6259,3.6934
1478_2117,5.5990,5.7251,5.6446,5.2154,5.2473,5.1603
1479_800,4.0127,4.0120,4.2727,4.1484,4.1374,3.8717
147_1832,8.1147,8.3737,8.2053,7.5078,7.7592,7.5955
1480_149,4.2580,3.8334,3.7067,3.9893,3.8581,4.0811
1481_297,3.9599,4.1027,4.0355,3.5307,3.9159,4.1621
1482_1095,4.0488,3.9729,3.9053,3.9325,3.9670,3.9817
1483_6,4.0529,3.7087,3.9047,4.1944,4.1780,4.1836
1484_1164,5.9278,5.8177,5.7710,6.0146,5.8862,5.9621
1485_145,6.4530,6.2413,6.2952,6.2669,6.0996,6.1340
1486_1186,5.3120,5.1893,5.2136,5.3269,5.2100,5.0696
1487_3671,6.2884,6.0764,6.0743,6.0513,5.7756,5.8021
1488_1292,5.2541,5.4906,5.3569,5.1262,5.2667,5.1224
1489_794,5.5781,5.5312,5.4702,5.3052,5.2344,5.2291
148_1073,7.0745,7.1090,6.9837,7.2944,7.2811,7.2289
1490_1413,4.0929,3.9844,3.9862,4.0662,3.9649,4.0247
1491_481,4.3545,4.7924,4.6364,4.4008,4.4123,4.3257
1492_889,5.0084,4.5558,4.4566,4.7416,4.6323,4.6893
1493_975,4.4160,4.4108,4.0504,4.3998,4.1106,4.2274
1494_469,5.4343,5.5356,5.4736,5.1890,5.4371,5.3492
1495_91,4.3555,4.3816,4.2163,4.3336,4.1913,4.3191
1496_514,5.1402,5.1817,4.8854,4.9331,4.6752,4.7074
1497_710,5.6321,6.2462,6.1413,6.2349,6.1276,6.0947
1498_1060,4.5531,4.5579,4.3546,4.4196,4.4472,4.3836
1499_575,5.5028,5.7141,5.6837,5.7590,5.8422,5.8822
149_1113,6.5036,6.5060,6.4687,6.4457,6.3143,6.3668
14_1024,6.7817,6.7830,6.7194,7.2898,7.0922,7.1405
1500_309,6.7777,7.0590,6.9723,7.1860,7.2226,7.2073
1501_806,6.0494,6.2561,6.1920,6.3954,6.2671,6.2642
1502_1232,6.6278,6.6632,6.5481,6.5621,6.4908,6.6012
1503_568,5.2782,5.3167,5.2537,5.4747,5.3649,5.2765
1504_632,3.4713,3.7754,3.7116,3.6589,3.7055,3.7706
1505_1045,6.2657,6.3832,6.3782,6.2788,6.3664,6.5219
1506_433,4.3723,4.3723,4.4345,4.5430,4.3165,4.5031
1507_310,5.1788,5.4328,5.4155,6.2705,6.2983,6.3566
1508_228,5.9000,5.9796,5.8943,7.0427,7.0206,6.9936
1509_145,4.8362,5.1728,5.1369,6.2419,6.4189,6.4799
150_275,7.1449,7.6249,7.6079,8.2563,7.7906,7.6080
1510_761,7.4240,7.7447,7.6739,7.1753,7.1046,7.0997
1511_910,5.8665,6.0723,5.8450,5.5387,5.5885,5.5731
1512_51,6.2046,5.8445,5.9626,5.7850,5.6816,5.6048
1513_831,5.5713,5.5418,5.5861,5.8820,5.6553,5.6541
1514_253,5.2750,5.1929,5.0685,4.9762,4.7251,4.6390
1515_160,4.6319,4.6799,4.6954,4.3595,4.3724,4.3984
1516_1978,6.9212,6.9664,6.7684,6.8756,6.9850,6.9582
1517_462,8.3210,8.1571,8.2106,7.9676,7.9298,8.0141
1518_411,6.6208,6.4147,6.5157,6.7400,6.7014,6.6095
1519_12,6.6752,4.9693,5.0153,5.0050,4.9363,4.9934
151_8,6.8349,7.0754,7.0803,7.0135,6.9551,6.9612
1520_1105,5.4115,5.6550,5.4478,5.2038,5.2614,5.2705
1521_1082,4.3521,4.2602,4.1811,4.3089,4.1089,4.0563
1522_91,4.6522,5.2192,5.1724,4.8145,5.1701,5.1153
1523_373,5.2746,5.4508,5.5072,5.4679,5.3750,5.2672
1524_531,5.1007,4.9509,4.9477,5.0117,4.9794,5.0247
1525_742,4.1653,4.0084,3.9851,4.2565,3.9914,3.8931
1526_334,5.0409,5.1696,5.1414,5.0564,5.1561,5.1453
1527_29,5.5065,4.8824,4.9360,5.1965,5.1988,5.1835
1528_267,3.9687,4.5297,4.6293,4.4369,4.8475,4.8329
1529_129,9.4435,9.2352,9.2430,8.6975,8.8609,8.8830
152_544,5.9117,6.1100,6.1321,6.4469,6.4288,6.4624
1530_82,4.4168,4.2493,3.9717,4.4589,4.1542,4.2734
1531_78,4.9931,5.5067,5.3699,5.3980,5.4909,5.4841
1532_212,4.5345,4.5510,4.6100,4.5876,4.6283,4.5824
1533_368,4.9090,4.7608,4.6759,4.9847,4.6387,4.7443
1534_96,4.5641,4.5166,4.6597,4.4759,4.5784,4.3720
1535_171,4.2468,4.2378,4.3726,4.2494,4.3093,4.2947
1536_32,8.9047,8.9710,8.8866,9.4978,9.3683,9.4356
1537_78,5.7394,5.7862,5.7735,5.6671,5.5037,5.4433
1538_546,4.5018,4.6510,4.6141,4.5956,4.4793,4.5278
1539_850,4.4441,4.1985,4.2570,4.7209,4.2941,4.4513
153_645,8.3749,8.3746,8.2940,8.6268,8.6928,8.6983
1540_115,6.0125,6.0291,5.9853,5.8826,6.0265,6.0257
1541_18,7.8300,7.5887,7.6642,7.7122,7.5361,7.5863
1542_9,6.3295,6.3314,6.4234,6.3128,6.3146,6.3873
1543_86,6.8629,6.8027,6.8871,7.0400,6.8513,6.9191
1544_174,4.1994,3.9252,3.6947,3.9209,3.8304,3.8915
1545_92,6.3452,6.6402,6.5039,6.1797,6.2077,6.0687
1546_17,4.2401,4.4446,4.2719,4.4409,4.3525,4.3511
1547_194,4.2574,4.1880,4.1878,4.5714,4.2587,4.3711
1548_156,3.7993,4.1244,4.3555,3.4962,4.5330,4.6327
1549_118,8.0233,7.7411,7.8190,7.7783,7.8218,7.8577
154_1473,5.8299,6.3028,6.1797,6.1716,6.1252,6.1386
1550_19,4.6365,4.4147,4.4057,4.8630,4.4732,4.5332
1551_84,4.4237,4.3566,4.1614,4.3765,4.2796,4.3041
1552_51,4.5404,4.5165,4.4485,4.5485,4.4596,4.4432
1553_29,3.9448,4.1745,3.9632,3.6814,3.8143,3.7984
1554_59,3.8454,3.4745,3.3388,3.6996,3.6937,3.6876
1555_605,4.3357,4.4022,4.4044,4.3198,4.3591,4.3337
1557_858,4.6055,4.4985,4.4664,4.4849,4.2584,4.3070
1558_691,4.4187,3.8610,4.0675,4.5509,4.2551,4.1782
1559_1065,4.0023,3.9214,3.8038,3.9328,3.8000,3.9800
155_861,7.9391,7.9363,7.9346,8.0451,8.0884,8.2465
1560_225,6.6578,6.8428,6.8473,6.9400,6.9151,6.8843
1561_87,6.1784,6.0661,6.0996,6.2643,6.1135,6.1030
1562_411,6.8263,6.9301,6.8984,7.1012,7.0510,7.1027
1563_397,6.8181,6.7486,6.7463,6.4000,6.4527,6.4615
1564_135,5.2674,5.2370,5.0286,5.5028,5.4617,5.3767
1565_2243,4.1248,3.7290,4.0537,4.1174,4.1571,4.0000
1566_2310,5.2977,5.0603,5.0374,5.2154,5.3595,5.5466
1567_388,4.2942,4.4108,4.3641,4.3263,4.4835,4.4835
1568_804,7.2956,7.4682,7.2958,7.3721,7.4111,7.3832
1569_332,6.8390,6.8774,6.8862,7.0183,7.0029,6.9012
156_1113,6.0114,5.9719,5.8556,6.1317,6.2167,6.1703
1570_885,4.8657,5.1395,5.0588,5.3342,5.4244,5.4568
1571_629,7.3298,5.2705,5.2288,4.9433,4.9300,5.0784
1572_922,6.0685,6.0987,5.9836,5.9815,5.9998,6.0627
1573_849,5.6398,5.7915,5.6874,5.6982,5.6045,5.5848
1574_921,7.9744,8.1854,8.1086,8.0811,8.1111,8.1909
1575_11,6.0774,6.0712,6.1790,6.5084,6.5745,6.4446
1576_27,3.9398,4.0197,4.0993,4.1222,4.5050,4.4052
1577_623,6.2015,6.1922,6.0930,5.6896,5.7543,5.7573
1578_49,6.0816,6.4018,6.3643,5.6039,5.6173,5.5928
1579_184,6.3123,6.6027,6.4757,5.6327,5.5505,5.6093
157_159,8.3786,8.2763,8.3757,7.6220,7.6230,7.6083
1580_566,6.1633,5.7817,5.6128,5.3478,5.4657,5.3832
1581_1231,10.2145,10.1410,10.1195,9.6916,9.7928,9.7669
1582_1234,9.5108,9.3923,9.3557,8.6162,8.6734,8.6298
1583_674,7.4438,7.4498,7.4844,7.3172,7.3471,7.4414
1584_1288,5.9112,6.0471,5.9248,5.5420,5.6662,5.6454
1585_501,6.2253,6.2731,6.1859,6.0091,5.9681,5.9609
1586_290,7.6814,8.2767,8.0511,7.8500,7.9229,7.9065
1587_659,5.3717,5.7319,5.4251,5.4760,5.5303,5.3918
1588_862,5.0695,5.2118,5.0701,5.1735,5.0567,4.9233
1589_748,5.7584,5.4519,5.3287,5.7605,5.5261,5.6128
158_579,5.6466,5.6042,5.6266,5.1806,5.3847,5.3974
1590_1165,6.5725,6.7626,6.5528,7.0269,6.9936,6.9794
1591_1482,6.2350,6.5326,6.4450,6.4204,6.5188,6.5349
1592_995,7.0495,6.7970,6.8403,7.0413,6.8430,6.9221
1593_1420,8.0788,8.0004,7.9278,8.0643,7.9767,8.1017
1594_1052,4.4561,4.4722,4.4477,4.3444,4.5234,4.7455
1595_1105,4.4742,4.2057,4.3796,4.4299,4.2590,4.3096
1596_1350,4.5997,4.3991,4.2531,4.4766,4.3733,4.4146
1597_459,6.1232,6.0675,5.9998,6.2604,6.2163,6.1899
1598_334,7.3333,7.3187,7.2464,6.3348,6.2940,6.3749
1599_874,5.1371,5.0947,5.0691,4.9462,5.0964,5.3071
159_684,9.9825,10.0002,9.9960,9.4615,9.4811,9.5467
15_165,6.5286,6.0080,6.1361,6.3233,6.1914,6.1636
1600_1474,4.6916,4.6572,4.6455,4.8694,4.8896,4.8359
1601_955,6.6135,6.5881,6.4765,6.2657,6.1925,6.2248
1602_841,5.1623,5.3757,5.2627,5.7674,5.7335,5.7669
1603_877,7.7022,7.9286,7.7778,7.5452,7.6640,7.6794
1604_81,8.4493,7.6243,7.6377,7.6156,7.5852,7.4999
1605_113,6.8840,6.7711,6.7650,6.4458,6.4764,6.4865
1606_205,6.8451,6.9417,6.8919,6.9714,6.8012,6.7356
1607_291,6.8062,7.3532,7.1803,7.3195,7.2259,7.2341
1608_410,7.8955,8.1910,8.0717,8.1668,8.2197,8.1727
1609_1233,6.5329,6.9354,6.8309,6.8709,7.0007,7.0051
160_2628,6.3695,6.3972,6.2976,6.3255,6.2165,6.2202
1610_602,6.5916,6.5012,6.2869,6.5711,6.5724,6.5481
1611_394,6.3416,6.3892,6.2877,6.4091,6.3343,6.3305
1612_299,6.8851,7.0717,6.8927,7.1353,7.0475,7.0806
1613_510,6.3290,6.5034,6.3710,6.7301,6.6479,6.6555
1614_1226,5.1993,5.2245,5.1541,5.3105,5.4818,5.5193
1615_502,8.3277,8.2069,8.2826,8.1371,8.0478,8.0338
1616_816,7.1043,6.9801,6.9422,7.7009,7.5639,7.5418
1617_928,8.3513,8.4361,8.3559,8.3279,8.4329,8.4428
1618_537,5.8337,6.0758,5.9979,5.6247,6.0275,5.9508
1619_147,7.0684,6.9462,6.8588,7.1526,7.0415,7.0774
161_554,6.2809,6.2129,6.1951,6.2322,6.3342,6.4555
1620_805,6.5733,6.4214,6.3970,6.2135,6.0305,6.1341
1621_203,8.7690,8.5185,8.4827,8.4696,8.5147,8.4876
1622_383,8.0208,8.0344,7.9798,8.0326,8.0314,8.1477
1623_150,5.6715,5.8665,5.8110,5.9142,5.8349,5.8017
1624_684,5.6290,5.8339,5.5389,5.6384,5.6107,5.6300
1625_1713,6.2219,6.3066,6.1204,6.2450,6.2062,6.2089
1626_402,6.1825,6.3363,6.2675,6.0727,6.3209,6.2307
1627_828,7.3431,7.1998,7.1265,7.2318,7.0915,7.0419
1628_74,6.6700,6.7307,6.7088,6.4923,6.4367,6.4131
1629_124,6.1474,6.2797,6.2085,6.3519,6.2316,6.1626
162_562,9.6399,9.6204,9.5785,9.6222,9.5363,9.6879
1630_814,6.7582,6.7892,6.8070,6.8039,6.8816,6.9923
1631_30,8.6865,8.7574,8.7275,8.8877,8.8898,8.8151
1632_273,6.7035,7.0270,6.8633,7.0800,7.2974,7.3363
1633_4273,5.7388,5.6478,5.6250,5.7479,5.7033,5.7558
1634_134,8.9561,9.1151,9.0093,9.2607,9.2451,9.1649
1635_301,6.3482,6.5771,6.5209,6.7430,6.7186,6.6959
1636_143,9.3318,9.1853,9.2059,9.3110,9.2120,9.2785
1637_1125,6.6023,6.6406,6.5638,6.6258,6.5417,6.5550
1638_37,9.5033,9.0251,9.1937,8.9739,9.0339,8.8913
1639_745,8.4758,8.7350,8.5856,8.4377,8.5293,8.4705
163_684,8.0304,7.9523,8.0272,8.2565,8.3000,8.4800
1640_697,6.1691,6.2381,6.0489,6.1125,6.0879,6.0418
1641_877,6.2655,5.9578,5.9476,6.1763,6.1127,6.0772
1642_1025,6.0679,6.1095,6.0749,6.1436,6.1135,6.1236
1643_211,7.9150,7.9273,7.9604,7.4640,7.6849,7.7909
1644_1160,8.0766,8.0258,8.0212,7.7056,7.7276,7.7739
1645_994,7.9590,7.8556,7.8701,7.9798,7.8878,7.9740
1646_94,8.5140,8.1658,8.2360,7.8271,8.0549,7.9609
1647_1242,4.4954,4.5800,4.4128,4.5264,4.4877,4.4391
1648_768,4.4485,4.3884,4.2930,4.5894,4.3617,4.4291
1649_536,6.0592,5.9212,5.9076,6.0470,5.8288,5.9190
164_618,8.5404,8.5558,8.4877,8.9519,8.8505,8.9380
1650_614,4.7116,4.8663,4.7906,4.8718,4.7329,4.6091
1651_405,5.3406,4.8956,4.7946,5.0157,4.7746,4.7610
1652_1494,4.1140,4.2339,4.0495,3.7465,3.8919,3.8961
1653_380,5.3918,4.7998,4.7305,4.9592,4.9343,4.9356
1654_11,7.8838,7.9096,7.9379,7.4265,7.5753,7.4908
1655_1109,6.6420,6.4844,6.5943,6.8654,6.8212,6.9347
1656_69,10.6564,10.4366,10.5581,10.6905,10.7013,10.6949
1657_867,5.8888,5.7027,5.7888,5.5107,5.7528,5.7878
1658_166,5.7049,5.8341,5.4675,5.3732,5.1548,5.2675
1659_1169,5.9613,6.0676,5.7623,5.5944,5.4309,5.5076
165_326,8.8394,9.0979,9.1104,9.0593,9.2166,9.2042
1660_679,5.3192,5.9207,5.3622,4.9021,4.9493,4.9509
1661_690,5.8360,6.4189,5.7916,5.1512,5.4250,5.4727
1662_1290,5.4922,5.9396,5.2989,5.1598,4.9342,4.9608
1663_2,6.1956,6.9276,6.0712,5.3443,5.4875,5.3738
1664_181,8.0719,7.9163,7.8926,8.6309,8.5060,8.5126
1665_35,8.7500,8.9278,8.7997,8.5195,8.6646,8.7814
1666_3012,8.1806,8.2446,8.1666,7.7738,8.0287,8.0322
1667_969,7.4021,7.4337,7.3432,7.2608,7.2104,7.2665
1668_29,4.3969,4.1766,4.1705,4.2615,4.1875,4.2704
1669_934,4.7304,4.4077,4.2556,4.7483,4.6195,4.2883
166_883,7.1741,7.3310,7.1418,7.5455,7.3478,7.4303
1670_1078,4.1080,3.9212,3.8912,4.2381,3.9446,4.0190
1671_737,4.4771,4.5386,4.4131,4.5348,4.4773,4.4358
1672_460,6.6644,6.5613,6.5438,6.3422,6.0450,6.0601
1673_1193,3.8334,3.4322,2.8404,3.7051,3.5795,3.6613
1674_760,5.4944,4.9396,5.0856,5.4231,5.2530,5.3654
1675_860,5.2291,5.5254,5.5633,5.1256,5.3535,5.2580
1676_450,4.1683,3.9455,3.8428,4.0637,3.9772,3.9239
1677_894,4.8698,4.7411,4.6769,4.5250,4.6579,4.6687
1678_1240,5.0932,5.0292,4.9474,4.7366,4.8467,4.8101
1679_147,4.9695,4.9103,4.8856,5.0041,4.8986,5.0356
167_580,9.3353,9.5849,9.4086,9.3123,9.2719,9.3009
1680_1042,4.2663,4.2839,4.2556,4.2719,4.1843,4.3481
1681_2080,7.5925,7.7101,7.4949,7.4389,7.3656,7.3367
1682_589,4.8866,5.2669,5.0204,5.0472,5.1278,5.1989
1683_440,6.4901,6.9354,6.8602,7.0636,7.1225,7.1810
1684_147,5.5813,6.5623,6.0197,5.1788,5.4288,5.5656
1685_944,6.1764,6.5677,6.4767,7.0688,7.1356,7.1275
1686_669,5.4947,5.4056,5.4339,5.6491,5.6063,5.7148
1687_65,7.4067,7.3646,7.3534,7.0709,6.9805,7.0445
1688_516,6.0125,6.3689,6.3235,6.1845,6.2712,6.3765
1689_76,8.0218,8.1441,8.0820,7.8755,7.8483,7.8203
168_813,8.7911,8.9021,8.8315,8.7498,8.6615,8.6823
1690_481,6.6568,6.7108,6.5699,6.6899,6.6340,6.5237
1691_120,9.4280,9.4459,9.4149,9.3416,9.4459,9.5249
1692_2205,8.7554,8.8664,8.7203,8.9419,9.0851,9.0659
1693_877,8.1136,8.3109,8.2241,8.3371,8.3792,8.4568
1695_276,10.5068,10.4802,10.4263,10.6622,10.6924,10.6582
1696_123,9.7607,9.7969,9.7826,9.8967,9.8628,9.9480
1697_498,10.6884,10.6899,10.6859,10.7046,10.6916,10.7000
1698_1774,10.0820,10.2039,10.0852,9.9845,10.0767,10.0966
1699_1647,4.3929,4.2226,4.0336,4.3835,4.1462,4.4511
169_1308,9.7265,9.8545,9.6481,9.6421,9.5772,9.5626
16_108,6.5470,6.1076,6.1559,6.0852,6.1365,6.1095
1700_49,6.6948,6.5369,6.6224,6.5229,6.5794,6.5836
1701_472,6.6356,6.9750,6.8514,6.4286,6.4748,6.3915
1702_765,6.3463,6.0316,6.0484,5.9457,5.8434,5.8486
1703_138,7.1987,7.0529,6.9449,6.2692,6.0822,6.1245
1704_806,6.0145,5.7791,5.7444,5.6394,5.5173,5.5445
1705_255,7.8451,8.1031,8.0861,7.9379,7.9750,7.9576
1706_245,6.2654,6.2345,6.2250,6.1616,6.0021,6.0156
1707_555,4.8515,4.8573,4.8474,5.1601,4.9288,5.0145
1708_803,7.9725,7.9203,8.0132,8.8433,8.6570,8.7354
1709_227,4.3315,4.4474,4.2687,4.5473,4.4111,4.5230
170_2268,8.9700,8.8576,8.8813,8.9751,8.7889,8.8189
1710_128,6.5460,6.4870,6.5951,6.7068,6.7117,6.7205
1711_2046,4.9306,5.1555,4.9054,4.2699,4.0354,4.0009
1712_636,5.6793,5.8409,5.8322,5.8393,5.8157,5.7761
1713_1228,6.0410,6.0939,6.0392,6.0477,5.9154,5.8666
1714_607,5.0023,5.1948,5.1806,5.0580,5.1258,5.1780
1715_205,5.8135,5.6305,5.5982,5.4220,5.4407,5.5701
1716_1171,4.4312,4.3099,4.1258,4.3646,4.1617,4.2100
1717_248,6.6587,6.6540,6.8098,6.5401,6.7386,6.7597
1718_213,6.6461,6.5343,6.5850,6.0536,6.1160,6.2748
1719_589,6.9468,6.8811,7.0145,6.8606,6.6569,6.6671
171_47,9.3503,9.3464,9.4017,9.1821,9.1852,9.1942
1720_826,5.4327,5.6064,5.4721,5.8654,5.8569,5.8938
