ID_REF,G3.2_0ISO_1,G3.2_0ISO_2,G3.2_0ISO_3,G3.2_5ISO_1,G3.2_5ISO_2,G3.2_5ISO_3
2840_93,9.2466,9.3696,9.4188,8.9320,9.0793,9.0734
2841_513,7.9283,7.9785,8.1175,7.6671,7.6406,7.7809
2842_751,7.3172,7.3205,7.2619,7.4860,7.4933,7.4588
2843_746,7.1379,7.1340,7.0247,7.1759,7.1927,7.1420
2844_891,7.4806,7.2477,7.3442,7.2827,7.2972,7.2612
2845_340,7.1144,7.1122,7.1020,6.9684,7.1195,7.0028
2846_156,9.8684,9.8481,9.6739,9.5250,9.6355,9.5124
2847_253,6.1390,6.2648,6.1581,6.2311,6.2571,6.2059
2848_823,9.3231,9.1910,9.1262,8.7607,8.6207,8.6289
2849_560,8.7605,8.7412,8.7620,9.0649,9.1430,9.2023
284_615,4.6978,4.3762,4.5021,4.4811,4.5052,4.3853
2850_271,5.0771,5.1407,5.0440,4.9253,5.0295,4.8610
2851_849,8.4558,8.5872,8.5175,8.3431,8.3028,8.2112
2852_2070,4.0760,4.5433,4.4061,3.8270,4.3867,4.5038
2853_564,5.8886,5.6327,5.6482,5.5876,5.4689,5.4736
2854_562,4.5641,4.4326,4.3142,4.3864,4.2702,4.3349
2855_1352,3.9598,3.8873,3.9266,4.0809,4.0005,3.9643
2856_501,5.0616,5.0211,4.7959,4.9998,4.8080,4.5248
2857_573,5.5346,5.5828,5.6266,5.5278,5.6507,5.7309
2858_547,6.9499,7.2904,7.1373,6.7685,6.7897,6.8159
2859_747,9.8329,9.8897,9.8096,9.0745,9.0727,9.1065
285_276,3.9560,3.9510,3.7228,3.9030,3.6952,3.7620
2860_760,8.0552,7.8279,7.9366,8.4000,8.3343,8.5626
2861_922,9.0841,8.9933,8.9681,9.0926,9.0447,9.0434
2862_943,8.7924,8.8840,8.6628,9.0446,9.1348,9.0613
2863_669,6.4811,6.6982,6.5697,6.7141,6.6251,6.6969
2864_333,7.1531,7.0531,7.0287,7.2389,7.1179,7.0555
2865_921,5.7657,5.4161,5.1883,5.6885,5.3979,5.5584
2866_885,4.4418,4.4051,4.5826,4.2294,4.3937,4.5403
2867_1333,4.6354,4.5960,4.4947,4.6286,4.5697,4.6083
2868_274,4.1627,4.1678,4.0121,4.2721,3.9646,3.9949
2869_1459,7.3013,7.4163,7.3223,7.3618,7.3524,7.4484
286_348,4.2909,4.1567,4.2744,4.2920,4.2431,4.1718
2870_295,6.6471,6.5600,6.3302,6.8404,6.6630,6.6897
2871_658,8.7005,8.6916,8.5730,8.3995,8.3752,8.3813
2872_1861,6.2928,6.3675,6.3975,6.3145,6.1954,6.2712
2873_47,8.4484,8.6487,8.7523,8.3811,8.3059,8.2789
2874_105,4.7883,4.2630,4.3029,4.5630,4.1503,4.2889
2875_67,4.0941,4.1742,3.7819,3.8245,3.8481,3.7808
2876_868,8.6194,8.3276,8.3939,8.7767,8.7165,8.7770
2877_1060,7.7228,7.6894,7.6261,7.8417,7.7599,7.7964
2878_290,5.7151,6.1410,5.9892,5.8681,5.8105,5.7742
2879_571,4.9832,4.8215,4.7896,5.0938,4.9438,4.8874
287_36,5.3253,5.6372,5.4128,5.8106,5.9025,5.8926
2880_622,7.1279,7.1396,7.0844,7.3591,7.1972,7.2317
2881_439,6.7204,6.7067,6.5409,6.8242,6.7916,6.8039
2882_83,8.2355,8.3112,8.2058,7.8894,7.9434,7.9400
2883_218,7.5617,7.7074,7.5679,7.5026,7.5087,7.5059
2884_760,4.6892,4.7234,4.5833,4.4485,4.5398,4.4847
2885_588,7.2464,7.3277,7.2782,7.0158,7.1292,7.0745
2886_108,7.1318,7.2780,7.1888,7.0564,7.1092,7.0474
2887_212,6.8688,7.0421,6.9472,7.0275,6.9287,6.9774
2888_452,8.2618,8.2836,8.1804,8.3087,8.2421,8.1450
2889_972,7.4586,7.5715,7.5996,7.6083,7.7521,7.6708
288_46,10.6328,9.4922,10.4099,5.6735,5.6627,5.8026
2890_463,4.2688,4.3560,4.4088,4.3312,4.2933,4.3956
2891_986,5.5687,5.0948,5.2934,5.3213,5.4386,5.5510
2892_288,7.8629,7.8064,7.7559,7.6190,7.6635,7.7227
2893_191,8.0616,8.0054,8.0768,7.9682,7.8697,7.9149
2894_547,8.5704,8.7516,8.6087,8.5922,8.5720,8.6009
2895_933,6.9488,6.9634,6.8750,6.9985,6.8432,6.8124
2896_150,6.9030,6.9446,6.9688,6.6723,6.8393,6.8037
2897_834,6.3188,6.5209,6.4554,6.5278,6.5401,6.5766
2898_1084,4.7083,4.6813,4.7091,4.7237,4.7462,4.8239
2899_2016,5.7466,5.9227,5.8738,5.9358,5.9612,6.0512
289_87,10.6907,9.5942,10.6478,5.8807,5.5168,5.6297
28_507,5.5712,5.5650,5.4499,5.9207,5.9138,5.8726
2900_468,5.8133,5.3374,5.1564,5.5013,5.3062,5.2521
2901_446,5.1397,5.2705,5.3171,5.4731,5.3930,5.4703
2902_501,5.4111,5.2033,5.2153,5.2526,5.2097,5.1674
2903_52,5.1881,5.4184,5.4201,4.8959,4.8035,4.8934
2904_333,5.3002,5.5885,5.5290,4.9545,4.8764,4.7573
2905_457,6.7965,6.9024,6.8477,6.2470,6.4829,6.4532
2906_4363,6.3731,6.5447,6.5370,5.9683,6.3293,6.2730
2907_1585,4.6574,4.5012,4.3513,4.2314,4.3984,4.5437
2908_1844,6.4676,6.6564,6.5177,6.2151,6.2274,6.2116
2909_320,7.0064,6.9969,7.1640,6.6671,6.9787,6.7633
290_21,3.9351,3.7132,3.6032,3.7306,3.6184,3.7200
2910_899,5.8633,5.8229,5.6481,5.3669,5.2812,5.1237
2911_478,5.1246,5.4371,5.1472,4.8826,4.8325,4.9192
2912_1413,5.1404,5.2586,4.9804,4.7951,4.4955,4.5060
2913_510,6.5993,6.9561,6.6165,6.2135,6.2324,6.1116
2914_926,5.2429,5.2570,5.0946,5.2307,5.1640,5.0588
2916_648,4.3117,4.1704,4.2726,4.5086,4.4405,4.4380
2917_559,4.9730,4.6772,4.9248,4.9819,4.8281,4.6202
2918_507,4.4407,4.5938,4.5512,4.5124,4.2244,4.3494
2919_588,4.3039,3.9053,3.8834,4.2624,3.9159,3.9455
291_542,3.8453,3.9064,3.7913,3.8829,3.7829,3.8924
2920_912,4.4846,4.2549,4.2371,4.6323,4.2614,4.3106
2921_1694,6.0654,6.1889,6.2617,6.3790,6.4448,6.5189
2922_684,7.8169,8.1360,7.9632,7.4953,7.6234,7.5735
2923_174,5.2977,5.0443,5.0214,5.3856,5.1741,5.1028
2924_1,7.4804,7.5423,7.3949,7.5034,7.3252,7.3336
2925_296,7.2923,7.2285,7.1917,7.1532,6.9665,7.0349
2926_387,6.2937,6.1902,6.1084,6.1421,6.0765,6.1542
2927_1603,6.6818,6.5538,6.4692,6.4724,6.2530,6.2979
2928_868,6.1228,5.9091,6.1770,5.3070,5.9972,5.6390
2929_867,4.5708,4.4770,4.3074,4.3149,4.2889,4.3818
2930_1056,6.5190,5.9597,5.7517,6.1777,5.7869,5.8468
2931_98,5.0371,4.7458,4.4716,4.4104,4.1046,3.9992
2932_567,6.2786,6.3470,6.1365,5.5407,5.4451,5.3894
2933_864,6.1832,6.0370,6.0228,6.3563,6.4946,6.4838
2934_450,7.8925,8.0082,7.9469,8.0908,8.1795,8.0905
2935_808,4.6334,4.6106,4.5883,4.4758,4.3005,4.3325
2936_124,8.4845,8.6952,8.1288,7.5028,7.5106,7.6152
2937_442,9.0880,9.5568,8.9956,8.2090,8.2765,8.3885
2938_1118,9.1975,9.1061,9.1099,8.7558,8.6888,8.6765
2939_185,9.0442,9.0114,8.9183,8.6175,8.6219,8.6339
293_822,6.7009,6.7435,6.6697,6.6094,6.5715,6.5777
2940_756,5.0763,4.9863,4.9004,5.5241,5.1499,5.1404
2941_920,5.6340,5.6821,5.6357,6.5481,6.5703,6.5581
2942_705,6.1094,6.1186,6.0797,6.5071,6.5761,6.5925
2943_709,4.2734,4.6755,4.6441,4.5360,4.6238,4.6340
2944_59,4.5107,4.6136,4.5994,4.7903,4.6171,4.7744
2945_2023,5.7875,5.8870,5.7987,5.9337,5.9721,6.0671
2946_1187,7.4498,7.5977,7.5098,7.5093,7.5737,7.5737
2947_516,7.9138,7.9628,7.7914,7.8174,7.6683,7.6127
2948_1886,8.0421,7.9050,7.9601,7.6647,7.9092,7.8480
2949_1481,5.5962,5.5541,5.4788,6.0363,5.8783,5.9426
294_553,4.6611,4.8709,4.8159,4.8188,4.7704,4.7093
2950_151,7.1471,6.8787,7.0266,6.8949,6.9079,6.9161
2951_190,7.0496,6.8271,6.9781,6.8993,6.6995,6.6378
2952_99,5.6357,5.5711,5.5793,5.6923,5.7704,5.8590
2953_235,6.2680,5.9692,6.0170,6.2666,6.0201,6.2146
2954_601,5.7690,5.8747,5.7567,5.5848,5.7664,5.7539
2955_1305,5.9862,5.8223,5.7745,5.8447,5.9130,5.9398
2956_97,4.2728,4.2765,4.1884,4.3441,4.1526,4.0528
2957_533,7.5233,7.4846,7.4041,8.0414,8.0308,8.0624
2958_164,8.5013,8.4628,8.4376,8.6076,8.6779,8.6346
2959_1707,6.8888,6.7441,6.6795,6.8964,6.7198,6.7316
295_41,4.9624,5.0450,4.9877,4.5109,4.6265,4.4654
2960_352,7.3765,7.6515,7.4524,7.6103,7.5222,7.4973
2961_504,8.2838,8.3101,8.2326,8.2666,8.2212,8.2068
2962_92,6.9456,6.9363,6.8766,6.7465,6.6525,6.6348
2963_335,7.0574,7.1435,7.1072,6.9990,6.9838,7.0029
2964_1259,7.7192,7.7882,7.6601,7.7116,7.8307,7.8671
2965_625,8.0475,8.2103,8.1147,7.9806,8.0962,8.1340
2966_988,7.4693,7.4782,7.4008,7.9430,7.7995,7.9559
2967_704,6.2684,6.1800,6.0986,6.0360,5.9657,6.0376
2968_633,7.3972,7.3985,7.3199,7.1032,7.0134,7.1133
2969_575,8.1221,7.8217,7.7408,7.3975,7.3923,7.5636
296_331,4.2628,4.5404,4.4931,4.2551,4.4901,4.5838
2970_122,6.8453,6.7776,6.7158,7.1188,7.1095,7.0440
2971_415,4.7483,4.8139,4.7974,4.7698,4.7814,4.6004
2972_2261,4.0836,4.1356,4.3352,3.9744,4.1821,4.2436
2975_518,4.4615,4.5625,4.4820,4.4372,4.4389,4.3654
2976_1012,3.7665,3.7895,3.7179,3.9108,3.8762,3.8066
2977_156,6.4959,6.1226,6.2308,6.1322,6.5964,6.5744
2978_342,4.0094,4.0202,4.0439,4.0367,4.0449,4.1914
2979_1320,4.0146,3.9956,3.5687,4.0000,3.8263,3.8229
297_79,4.6478,4.4063,4.3596,4.4118,4.3827,4.4883
2980_1151,5.9190,5.9091,5.9057,6.1106,6.0694,6.0536
2981_1957,4.8739,4.7878,4.8368,4.6958,4.7993,4.9529
2982_1236,7.3188,7.2407,7.0650,7.0443,6.9837,6.9717
2983_319,6.7800,6.8432,6.7135,7.1622,6.8861,6.8933
2984_739,6.8811,6.9246,6.8987,7.0863,6.9347,6.8850
2985_749,7.9924,8.0043,7.9496,8.0449,7.8760,7.8343
2986_316,7.3645,7.6828,7.5823,7.3710,7.5370,7.5057
2987_434,7.1936,7.4375,7.1972,7.1731,7.1339,7.0901
2988_820,5.7804,5.4931,5.4024,5.2970,5.1965,5.2308
2989_538,4.9955,4.5203,4.7245,4.8042,4.7327,4.5213
298_1170,4.5752,4.6285,4.5554,4.6992,4.6527,4.4008
2990_476,5.3442,5.0181,4.9809,5.2311,5.1476,5.3011
2991_973,4.6449,4.4359,4.6361,4.4940,4.8355,4.8610
2992_640,6.8470,7.0046,6.9937,6.7270,6.7954,6.6622
2993_171,9.3447,9.6815,9.8097,10.0985,10.0608,10.1365
2994_1407,7.9616,7.8023,7.8214,7.7718,7.7589,7.7255
2995_1538,7.2249,7.1437,7.1896,7.1261,7.2283,7.3586
2996_47,6.9927,6.9539,6.8297,6.6422,6.6212,6.6045
2997_626,7.0021,6.9182,6.7700,6.2584,6.1908,6.2663
2998_406,7.0383,7.0624,7.2277,6.9145,7.3079,7.2595
2999_1054,6.7226,6.8498,6.6349,6.7911,6.7392,6.5858
299_685,4.5432,4.5642,4.4695,4.4667,4.1549,4.1714
29_339,9.2666,9.2985,9.3395,8.6286,8.6170,8.7287
2_437,8.8867,8.7942,8.6922,8.5164,8.4870,8.4298
3000_952,5.8502,5.8871,5.6427,5.1182,4.9071,4.7885
3001_57,5.1043,4.9741,4.9245,5.1822,5.2632,5.2691
3002_714,6.3873,6.1657,6.1537,6.2137,6.2409,6.1725
3003_3048,4.2318,3.6029,3.8762,4.5244,3.9943,4.0032
3004_277,4.0088,4.0425,4.0536,4.0939,4.1809,4.2401
3005_1310,4.4618,4.5515,4.6494,4.3604,4.6921,4.6784
3006_1026,5.2688,4.8135,4.7486,5.3532,4.8426,5.0610
3007_2130,5.1296,5.1813,5.1143,4.9619,5.0331,5.0472
3008_1829,5.0611,5.2139,5.0860,4.8976,5.2151,5.1888
3009_254,6.5225,6.5823,6.5226,6.6688,6.5438,6.5449
300_588,4.8019,4.4143,4.4101,4.5028,4.3834,4.4065
3010_188,6.2998,6.5629,6.5391,6.5535,6.5409,6.5435
3011_929,5.5447,5.6118,5.5684,5.7126,5.5778,5.6967
3012_284,5.4172,5.3928,5.2649,5.4554,5.5345,5.4126
3013_367,4.5131,4.3750,4.5227,4.7089,4.5708,4.4192
3014_682,5.7471,5.8367,5.7765,5.6407,5.7983,5.7310
3015_838,5.6045,5.8892,5.6448,5.9399,5.8671,5.9203
3016_700,8.7427,8.4098,8.5824,8.5448,8.6641,8.8428
3017_342,6.2397,6.0490,5.9070,5.9659,5.9269,5.8953
3018_1368,5.3805,5.3085,5.1740,5.3942,5.3949,5.3462
3019_1368,5.4656,5.4511,5.2077,5.2868,5.2405,5.1397
301_1215,4.8807,5.0225,4.8759,4.6790,4.6311,4.4754
3020_937,5.2458,5.1984,5.1667,5.1918,5.1871,5.0633
3021_414,7.5273,7.4278,7.3593,7.4385,7.2898,7.3179
3022_408,7.4931,7.3263,7.2085,7.3796,7.3553,7.3403
3023_150,6.7622,6.8915,6.7524,6.8833,6.9483,6.9770
3024_32,7.7107,7.6658,7.6904,7.3088,7.2468,7.1963
3025_15,8.7124,8.7231,8.5979,8.1937,8.1684,8.0970
3026_165,8.9304,9.0658,8.9240,8.5023,8.5737,8.4740
3027_114,8.8254,8.8691,8.8350,8.5146,8.5350,8.4449
3028_84,4.4917,4.4835,4.4921,4.3819,4.6067,4.7206
3029_751,5.6396,5.6179,5.6014,5.4501,5.3136,5.2769
302_400,5.6667,5.9206,5.7279,5.7328,5.5615,5.6576
3030_152,7.5000,7.5427,7.4895,7.0810,7.1119,7.1640
3031_264,4.8367,4.4196,4.4834,4.6591,4.4462,4.4332
3032_814,7.3216,7.7888,7.7779,7.4906,7.7768,7.8926
3033_284,4.6969,4.6150,4.5535,4.8682,5.0376,4.9496
3035_933,5.4806,5.5862,5.6310,5.5180,5.6789,5.5554
3036_1287,5.5370,5.6159,5.6292,5.5740,5.6506,5.5544
3037_645,5.4265,5.6210,5.5531,5.1571,5.6010,5.6107
3038_342,4.6112,4.8894,4.7507,4.7351,4.7952,4.6701
3039_1409,5.2544,5.2026,5.0936,5.1612,5.1665,5.1417
303_565,4.1517,4.4076,4.3259,4.3230,4.3428,4.4705
3040_975,3.6833,3.8916,3.7829,3.7873,3.8410,3.8514
3041_1131,4.4775,4.4366,4.4036,4.4017,4.3125,4.4314
3042_945,4.6703,4.6157,4.4860,4.5461,4.3075,4.1625
3043_509,4.3263,4.4108,4.3394,4.4771,4.2809,4.4034
3044_170,3.9104,3.3109,3.1959,3.1381,3.5157,3.6349
3045_221,3.5952,3.5656,3.3102,2.9373,3.5367,3.6288
3046_1052,4.0450,3.9963,3.9452,3.8740,4.0838,3.9599
3047_1068,6.2389,6.2395,6.1269,6.0482,6.1524,6.2321
3048_254,5.1307,5.0637,5.1300,5.1870,4.9676,5.0366
3049_234,4.7447,4.8591,4.7457,4.7807,4.6461,4.7242
304_1569,5.9414,6.2160,6.1108,6.3919,6.4941,6.4520
3050_1172,4.0651,4.1662,4.1161,4.1682,4.0044,3.9907
3051_1274,5.2755,5.1511,4.9872,5.2208,5.1069,5.0001
3052_273,6.9694,6.8578,6.8776,6.7412,6.7947,6.8349
3053_158,6.4135,6.2909,6.2186,6.2799,6.1833,6.1769
3054_655,8.8537,8.7935,8.7037,8.5968,8.5010,8.4420
3055_685,4.2202,4.1009,4.0853,4.2862,4.1631,4.2804
3056_278,5.2197,4.9835,5.0356,5.3587,5.0123,5.0576
3057_113,5.8715,5.5960,5.6618,5.4508,5.5770,5.4955
3058_190,4.5858,4.8430,4.8979,4.6614,4.8410,4.7948
3059_890,4.8085,4.4395,4.3339,4.5466,4.4750,4.7053
305_717,6.3324,6.2528,6.2839,6.2444,6.2831,6.1651
3060_753,4.5788,4.5528,4.5118,4.5880,4.6485,4.5862
3061_279,3.8444,3.9663,3.9424,3.5863,3.9384,3.9291
3062_299,4.6774,4.9471,4.7755,4.5434,4.6211,4.6124
3063_577,4.7499,4.6944,4.5464,4.6915,4.5202,4.5387
3064_694,4.9596,4.8593,4.8073,4.9849,4.9062,4.9723
3065_390,4.6829,4.4531,4.6075,4.8612,4.6245,4.6589
3066_253,4.0088,4.0611,4.0043,4.1533,4.0807,3.9534
3067_2374,4.1911,4.3212,4.2392,4.1183,4.1957,4.2775
3068_813,5.1258,5.2017,5.1084,4.9972,5.1130,4.9563
3069_694,6.7550,6.9402,6.8095,6.8667,6.9530,6.9035
306_267,6.7751,7.2441,7.2458,6.9557,6.9428,6.8713
3070_1584,7.8311,7.8297,7.7450,7.5591,7.6882,7.6504
3071_347,7.9380,8.1525,7.9245,7.7390,7.8600,7.8281
3072_314,8.1453,8.3233,8.1817,8.0715,8.0528,8.0924
3073_463,8.2009,8.2297,8.0628,8.1399,8.0678,7.9924
3074_611,5.9769,6.2490,6.2217,6.6447,6.6955,6.7765
3075_252,5.4116,5.4353,5.3057,5.3035,5.4575,5.3321
3076_413,4.8447,5.1787,4.8734,4.6320,4.5333,4.5142
3077_218,7.1550,7.6294,7.5967,7.0271,7.2466,7.1779
3078_22,5.9712,5.7985,5.7006,5.9527,5.8336,5.8717
3079_2,8.6366,8.2789,8.1937,8.0726,8.0618,8.0089
307_1783,6.1166,6.0705,6.0631,6.0154,6.0293,6.0991
3080_480,8.0290,7.6927,7.7404,7.5952,7.6096,7.5782
3081_951,6.3300,5.1328,5.2465,5.6054,5.0952,5.2729
3082_652,5.2489,4.9089,4.6892,4.7479,4.6979,4.7873
3083_693,6.4048,6.3481,6.0825,6.7983,6.6922,6.6393
3084_1195,7.2399,7.2050,7.0092,7.1915,7.2008,7.2756
3085_1520,7.5156,7.3701,7.2630,7.5065,7.4705,7.5452
3086_465,10.5491,10.2970,10.3180,10.4806,10.4305,10.4483
3087_1841,9.0895,9.0451,9.0250,9.1748,8.9965,8.9823
3088_171,9.6227,9.5606,9.5834,9.7093,9.6832,9.7697
3089_637,6.4018,6.5102,6.3994,6.7746,6.6813,6.6393
308_818,5.5609,5.5792,5.5891,5.4990,5.3140,5.3846
3090_266,7.8633,7.8330,7.6719,7.8757,7.7077,7.6748
3091_2490,7.7518,7.8900,7.8171,7.8572,7.9182,7.9941
3092_1434,9.0833,9.1437,9.0209,8.9914,9.0254,8.9900
3093_194,7.9430,7.9719,8.0182,8.1244,7.9461,7.9118
3094_941,8.3429,8.3580,8.3662,8.7545,8.7446,8.6636
3095_1438,4.8439,5.0495,5.0939,4.5231,4.9855,5.0359
3096_121,10.6767,10.6669,10.6879,10.6964,10.6486,10.6920
3097_1225,7.2014,7.2375,7.2839,7.4477,7.3991,7.4988
3098_643,8.0020,8.1488,7.9861,7.9659,8.0165,7.9887
3099_1890,6.1840,6.4379,6.3410,6.4586,6.4938,6.6320
309_689,5.8416,5.9259,5.8540,5.7766,5.8384,5.8470
30_934,7.8634,7.9777,7.9937,8.7563,8.6841,8.6388
3100_278,8.8551,8.8651,8.8757,8.7139,8.6302,8.5837
3101_98,7.8485,7.6990,7.8877,8.2592,8.3481,8.5174
3102_350,7.8365,7.9082,8.1010,8.1345,8.0412,8.1492
3103_1372,8.2577,8.2762,8.1930,8.3650,8.3416,8.3286
3104_913,7.7564,7.8758,7.9413,7.6423,7.7905,7.8570
3105_892,8.2750,8.3390,8.1997,7.7560,7.8604,7.8856
3106_180,9.4639,9.6288,9.5572,9.7215,9.8152,9.9112
3107_161,10.1831,10.1640,10.1988,10.1515,10.2534,10.3427
3108_814,8.0717,8.1158,7.9729,8.2525,8.1483,8.1685
3109_86,5.5946,5.6514,5.5248,5.6793,5.7486,5.7695
310_166,4.9155,5.0814,5.1129,4.7250,5.2367,5.2375
3110_980,7.7099,7.6298,7.4846,7.3215,7.3836,7.3168
3111_28,7.6876,7.4943,7.5467,7.7662,7.4128,7.3654
3112_235,7.3975,7.4743,7.4074,7.4984,7.5638,7.6409
3113_277,7.3991,7.1223,7.1919,7.3865,7.0555,7.1351
3114_275,6.9006,6.9719,6.8159,6.9523,6.7734,6.7766
3115_448,7.8316,8.0152,7.8111,7.9101,7.7814,7.8452
3116_405,7.8898,7.8965,7.8239,7.7968,7.8609,7.7647
3117_829,8.1161,8.1461,8.1408,8.1116,8.1436,8.0624
3118_638,7.2183,7.3078,7.2301,7.3327,7.3421,7.2879
3119_187,7.7550,7.9288,7.7731,7.7660,7.6858,7.6310
311_374,6.3012,6.2668,6.0824,5.8336,5.6818,5.7574
3120_437,7.4571,7.5039,7.3696,7.4993,7.4281,7.3910
3121_379,7.8771,7.8594,7.7934,7.7900,7.9074,7.7751
3122_502,7.5635,7.5840,7.3983,7.4988,7.5088,7.4156
3123_1189,8.1405,8.0174,7.9322,7.9771,7.6950,7.6027
3124_119,8.0799,7.8979,7.8556,7.8391,7.6717,7.7390
3125_336,7.5333,7.4545,7.3529,7.4005,7.2481,7.2620
3126_751,7.5960,7.7067,7.6451,7.6683,7.6293,7.6264
3127_228,7.5128,7.7805,7.8235,7.9280,7.6457,7.8346
3128_453,7.7561,7.5948,7.6509,8.9011,8.7665,8.8052
3129_513,6.5210,6.5234,6.4523,6.6785,6.6169,6.6364
312_442,4.2409,4.2360,3.8930,4.1360,3.9708,3.9747
3130_503,8.2770,8.2460,8.2194,7.8522,7.9999,7.9247
3131_2068,6.6721,6.6758,6.6633,6.5992,6.7163,6.7131
3132_743,5.5101,4.9249,4.8578,5.2544,4.8871,5.1801
3133_4484,8.8756,8.8736,8.8940,8.8857,8.8825,8.8070
3134_1184,9.9382,10.0105,10.0059,10.1220,10.0999,10.0637
3135_715,7.1946,7.0669,7.1923,7.3706,7.2343,7.3138
3136_336,5.2863,4.9034,5.0038,5.4596,5.0124,5.0290
3137_1966,4.7467,4.6371,4.6119,4.8017,4.6179,4.6579
3138_239,4.9584,5.1443,5.1520,5.1001,5.2311,5.2038
313_1415,3.9108,3.7591,3.8416,3.9301,3.9356,3.8670
3140_403,6.0647,6.0935,5.9355,6.1379,6.0130,6.0333
3141_1083,4.6172,5.0003,5.0226,4.7230,5.0258,4.9809
3142_276,5.5714,5.6216,5.4549,5.3839,5.4038,5.3956
3143_274,5.5699,5.3671,5.2860,5.3069,5.0637,5.0243
3144_616,5.6068,5.4829,5.4456,5.6479,5.4028,5.3665
3145_918,4.6805,4.8613,4.5825,4.8814,4.7101,4.6595
3146_443,4.3171,4.5191,4.2621,4.5211,4.5964,4.6448
3147_458,7.5202,7.4242,7.2711,7.2418,7.1906,7.2191
3148_877,4.5584,4.3283,4.6208,4.6631,4.5907,4.7393
3149_350,7.5475,7.6031,7.6137,8.0303,8.0870,8.1836
314_213,4.5173,4.3566,4.4952,4.4429,4.4441,4.2990
3150_564,8.5706,8.7713,8.7022,9.0556,8.8841,8.9588
3151_327,8.6370,8.7325,8.8826,8.8948,9.1233,9.1621
3152_256,9.4268,9.6826,9.7044,9.6679,9.6177,9.6113
3153_1041,7.5048,7.3823,7.4992,7.2374,7.1985,7.1755
3154_47,9.7980,9.8909,9.7789,9.6118,9.5584,9.4772
3155_1173,6.7522,6.8550,6.8979,6.4450,6.5167,6.5092
3156_833,6.9441,6.8960,6.8874,7.0866,7.0985,7.0178
3157_873,9.0549,9.0821,9.0583,8.5639,8.5538,8.6931
3158_218,7.6302,7.4836,7.6256,7.4533,7.4933,7.5527
3159_30,5.1926,5.1668,5.2587,5.9925,5.9183,6.0431
315_512,4.4326,4.1632,4.2376,4.2797,4.1527,4.1897
3160_228,5.5375,5.3785,5.2783,5.3481,5.3003,5.3192
3161_1845,3.8692,3.6087,3.5708,3.7289,3.9435,3.8375
3162_787,5.0161,5.0063,5.2080,4.6279,4.9968,4.8531
3163_20,5.2667,5.1439,5.1291,5.3091,5.2170,5.0414
3164_574,6.0670,6.0011,6.0087,6.1806,5.9789,5.9072
3165_929,7.2280,7.3139,7.1909,6.8638,7.0629,6.9960
3166_3711,7.3468,7.4872,7.4699,7.3430,7.2828,7.2638
3167_1189,7.2421,7.0771,6.9684,6.9189,6.8647,6.8886
3168_374,7.3382,7.4025,7.5948,7.3992,7.5524,7.4344
3169_415,8.1679,8.4757,8.3216,8.1699,8.2338,8.1617
316_1060,5.8210,5.8345,5.6773,5.6435,5.7005,5.6588
3170_697,7.5940,7.7928,7.7333,7.8053,7.6202,7.5981
3171_928,8.8030,8.7476,8.8048,8.8298,8.9205,8.7990
3172_1585,7.7581,7.8839,7.8055,7.5386,7.5496,7.5475
3173_625,7.0420,6.7943,6.7091,6.6355,6.5352,6.5011
3174_276,4.9789,5.0363,4.8757,5.0266,5.2190,5.2806
3175_101,8.4723,8.5574,8.4561,8.5545,8.4314,8.3599
3176_1002,8.1206,7.8521,7.8058,8.1054,8.0157,8.0668
3177_198,5.8145,6.2046,6.0447,5.7984,6.0384,6.0198
3178_1407,6.4119,6.4301,6.3742,6.3589,6.3020,6.2814
3179_777,6.2884,6.3548,6.2496,6.4455,6.4105,6.4038
317_996,6.5900,6.6663,6.5873,6.0523,6.0540,6.0851
3180_852,8.1560,8.1787,8.2462,8.2596,8.2406,8.3307
3181_134,7.9693,8.0504,8.1602,8.2543,8.1907,8.4272
3182_638,5.1301,5.0311,4.9110,4.9934,4.9244,4.8562
3183_18,6.8651,6.7958,6.7859,6.8567,6.7995,6.7223
3184_504,4.1499,4.1868,4.0744,4.1583,4.3779,4.4957
3185_864,4.4610,4.5639,4.2381,4.5547,4.5028,4.4700
3186_2634,5.3918,5.2676,5.1988,5.3863,5.2593,5.2214
3187_100,4.6656,4.8490,4.7886,5.0966,5.3405,5.1864
3188_693,5.2133,5.2906,5.2102,4.9349,5.1161,5.1073
3189_1001,4.9727,4.5607,4.8012,4.7375,4.8715,4.9681
318_432,4.3349,4.5411,4.4349,4.4689,4.4429,4.2166
3190_863,4.6652,4.5388,4.4642,4.6876,4.3643,4.2468
3191_713,6.1297,6.0012,6.0860,5.8723,5.9567,5.9689
3192_319,8.5413,8.9154,8.9522,8.7271,8.7680,8.8704
3193_64,7.9303,7.9502,7.9238,7.8210,7.7603,7.8769
3194_599,7.7112,7.7413,7.6156,7.5345,7.4317,7.5247
3195_515,7.3741,7.5531,7.4737,7.2122,7.1468,7.1297
3196_420,7.2731,7.2949,7.2339,7.0821,6.8218,6.8523
3197_387,9.4985,9.3244,9.3744,9.0496,8.9646,8.9621
3198_1069,8.8713,8.8957,8.9234,8.4761,8.4734,8.5276
3199_405,8.5500,8.4712,8.3519,8.4882,8.4042,8.4061
319_152,4.5338,4.4171,4.5743,4.1860,4.5093,4.2996
31_2668,8.1017,8.0113,8.0884,8.7863,8.9089,8.9036
3200_748,6.8789,6.7135,6.7919,7.0046,6.7956,6.9229
